282?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
282?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
283?shapeCircle?pos[0.0, -3942.2465999999877]?velocity[0.0, -278.6039999999989]?mass10.0?bounce1.0?staticFalse?radius10.0?
283?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
283?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
284?shapeCircle?pos[0.0, -3970.1069999999877]?velocity[0.0, -279.5849999999989]?mass10.0?bounce1.0?staticFalse?radius10.0?
284?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
284?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
285?shapeCircle?pos[0.0, -3998.0654999999874]?velocity[0.0, -280.5659999999989]?mass10.0?bounce1.0?staticFalse?radius10.0?
285?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
285?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
286?shapeCircle?pos[0.0, -4026.1220999999873]?velocity[0.0, -281.5469999999989]?mass10.0?bounce1.0?staticFalse?radius10.0?
286?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
286?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
287?shapeCircle?pos[0.0, -4054.2767999999874]?velocity[0.0, -282.5279999999989]?mass10.0?bounce1.0?staticFalse?radius10.0?
287?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
287?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
288?shapeCircle?pos[0.0, -4082.529599999987]?velocity[0.0, -283.5089999999989]?mass10.0?bounce1.0?staticFalse?radius10.0?
288?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
288?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
289?shapeCircle?pos[0.0, -4110.880499999987]?velocity[0.0, -284.4899999999989]?mass10.0?bounce1.0?staticFalse?radius10.0?
289?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
289?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
290?shapeCircle?pos[0.0, -4139.329499999986]?velocity[0.0, -285.47099999999887]?mass10.0?bounce1.0?staticFalse?radius10.0?
290?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
290?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
291?shapeCircle?pos[0.0, -4167.876599999986]?velocity[0.0, -286.45199999999886]?mass10.0?bounce1.0?staticFalse?radius10.0?
291?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
291?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
292?shapeCircle?pos[0.0, -4196.521799999986]?velocity[0.0, -287.43299999999886]?mass10.0?bounce1.0?staticFalse?radius10.0?
292?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
292?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
293?shapeCircle?pos[0.0, -4225.265099999986]?velocity[0.0, -288.41399999999885]?mass10.0?bounce1.0?staticFalse?radius10.0?
293?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
293?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
294?shapeCircle?pos[0.0, -4254.106499999986]?velocity[0.0, -289.39499999999884]?mass10.0?bounce1.0?staticFalse?radius10.0?
294?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
294?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
295?shapeCircle?pos[0.0, -4283.045999999986]?velocity[0.0, -290.37599999999884]?mass10.0?bounce1.0?staticFalse?radius10.0?
295?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
295?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
296?shapeCircle?pos[0.0, -4312.083599999985]?velocity[0.0, -291.35699999999883]?mass10.0?bounce1.0?staticFalse?radius10.0?
296?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
296?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
297?shapeCircle?pos[0.0, -4341.219299999985]?velocity[0.0, -292.33799999999883]?mass10.0?bounce1.0?staticFalse?radius10.0?
297?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
297?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
298?shapeCircle?pos[0.0, -4370.453099999985]?velocity[0.0, -293.3189999999988]?mass10.0?bounce1.0?staticFalse?radius10.0?
298?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
298?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
299?shapeCircle?pos[0.0, -4399.784999999985]?velocity[0.0, -294.2999999999988]?mass10.0?bounce1.0?staticFalse?radius10.0?
299?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
299?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
300?shapeCircle?pos[0.0, -4429.214999999986]?velocity[0.0, -295.2809999999988]?mass10.0?bounce1.0?staticFalse?radius10.0?
300?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
300?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
301?shapeCircle?pos[0.0, -4458.743099999985]?velocity[0.0, -296.2619999999988]?mass10.0?bounce1.0?staticFalse?radius10.0?
301?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
301?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
302?shapeCircle?pos[0.0, -4488.369299999985]?velocity[0.0, -297.2429999999988]?mass10.0?bounce1.0?staticFalse?radius10.0?
302?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
302?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
303?shapeCircle?pos[0.0, -4518.093599999985]?velocity[0.0, -298.2239999999988]?mass10.0?bounce1.0?staticFalse?radius10.0?
303?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
303?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
304?shapeCircle?pos[0.0, -4547.915999999985]?velocity[0.0, -299.2049999999988]?mass10.0?bounce1.0?staticFalse?radius10.0?
304?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
304?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
305?shapeCircle?pos[0.0, -4577.836499999985]?velocity[0.0, -300.1859999999988]?mass10.0?bounce1.0?staticFalse?radius10.0?
305?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
305?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
306?shapeCircle?pos[0.0, -4607.855099999984]?velocity[0.0, -301.1669999999988]?mass10.0?bounce1.0?staticFalse?radius10.0?
306?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
306?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
307?shapeCircle?pos[0.0, -4637.971799999984]?velocity[0.0, -302.1479999999988]?mass10.0?bounce1.0?staticFalse?radius10.0?
307?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
307?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
308?shapeCircle?pos[0.0, -4668.186599999984]?velocity[0.0, -303.12899999999877]?mass10.0?bounce1.0?staticFalse?radius10.0?
308?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
308?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
309?shapeCircle?pos[0.0, -4698.4994999999835]?velocity[0.0, -304.10999999999876]?mass10.0?bounce1.0?staticFalse?radius10.0?
309?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
309?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
310?shapeCircle?pos[0.0, -4728.910499999984]?velocity[0.0, -305.09099999999876]?mass10.0?bounce1.0?staticFalse?radius10.0?
310?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
310?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
311?shapeCircle?pos[0.0, -4759.419599999984]?velocity[0.0, -306.07199999999875]?mass10.0?bounce1.0?staticFalse?radius10.0?
311?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
311?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
312?shapeCircle?pos[0.0, -4790.026799999983]?velocity[0.0, -307.05299999999875]?mass10.0?bounce1.0?staticFalse?radius10.0?
312?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
312?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
313?shapeCircle?pos[0.0, -4820.732099999983]?velocity[0.0, -308.03399999999874]?mass10.0?bounce1.0?staticFalse?radius10.0?
313?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
313?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
314?shapeCircle?pos[0.0, -4851.535499999983]?velocity[0.0, -309.01499999999874]?mass10.0?bounce1.0?staticFalse?radius10.0?
314?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
314?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
315?shapeCircle?pos[0.0, -4882.436999999983]?velocity[0.0, -309.99599999999873]?mass10.0?bounce1.0?staticFalse?radius10.0?
315?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
315?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
316?shapeCircle?pos[0.0, -4913.436599999983]?velocity[0.0, -310.9769999999987]?mass10.0?bounce1.0?staticFalse?radius10.0?
316?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
316?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
317?shapeCircle?pos[0.0, -4944.534299999983]?velocity[0.0, -311.9579999999987]?mass10.0?bounce1.0?staticFalse?radius10.0?
317?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
317?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
318?shapeCircle?pos[0.0, -4975.7300999999825]?velocity[0.0, -312.9389999999987]?mass10.0?bounce1.0?staticFalse?radius10.0?
318?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
318?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
319?shapeCircle?pos[0.0, -5007.023999999982]?velocity[0.0, -313.9199999999987]?mass10.0?bounce1.0?staticFalse?radius10.0?
319?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
319?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
320?shapeCircle?pos[0.0, -5038.415999999982]?velocity[0.0, -314.9009999999987]?mass10.0?bounce1.0?staticFalse?radius10.0?
320?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
320?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
321?shapeCircle?pos[0.0, -5069.906099999982]?velocity[0.0, -315.8819999999987]?mass10.0?bounce1.0?staticFalse?radius10.0?
321?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
321?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
322?shapeCircle?pos[0.0, -5101.494299999982]?velocity[0.0, -316.8629999999987]?mass10.0?bounce1.0?staticFalse?radius10.0?
322?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
322?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
323?shapeCircle?pos[0.0, -5133.180599999982]?velocity[0.0, -317.8439999999987]?mass10.0?bounce1.0?staticFalse?radius10.0?
323?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
323?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
324?shapeCircle?pos[0.0, -5164.964999999982]?velocity[0.0, -318.8249999999987]?mass10.0?bounce1.0?staticFalse?radius10.0?
324?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
324?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
325?shapeCircle?pos[0.0, -5196.847499999982]?velocity[0.0, -319.8059999999987]?mass10.0?bounce1.0?staticFalse?radius10.0?
325?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
325?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
326?shapeCircle?pos[0.0, -5228.8280999999815]?velocity[0.0, -320.78699999999867]?mass10.0?bounce1.0?staticFalse?radius10.0?
326?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
326?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
327?shapeCircle?pos[0.0, -5260.906799999982]?velocity[0.0, -321.76799999999866]?mass10.0?bounce1.0?staticFalse?radius10.0?
327?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
327?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
328?shapeCircle?pos[0.0, -5293.083599999982]?velocity[0.0, -322.74899999999866]?mass10.0?bounce1.0?staticFalse?radius10.0?
328?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
328?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
329?shapeCircle?pos[0.0, -5325.358499999981]?velocity[0.0, -323.72999999999865]?mass10.0?bounce1.0?staticFalse?radius10.0?
329?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
329?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
330?shapeCircle?pos[0.0, -5357.731499999981]?velocity[0.0, -324.71099999999865]?mass10.0?bounce1.0?staticFalse?radius10.0?
330?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
330?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
331?shapeCircle?pos[0.0, -5390.2025999999805]?velocity[0.0, -325.69199999999864]?mass10.0?bounce1.0?staticFalse?radius10.0?
331?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
331?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
332?shapeCircle?pos[0.0, -5422.77179999998]?velocity[0.0, -326.67299999999864]?mass10.0?bounce1.0?staticFalse?radius10.0?
332?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
332?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
333?shapeCircle?pos[0.0, -5455.4390999999805]?velocity[0.0, -327.65399999999863]?mass10.0?bounce1.0?staticFalse?radius10.0?
333?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
333?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
334?shapeCircle?pos[0.0, -5488.204499999981]?velocity[0.0, -328.6349999999986]?mass10.0?bounce1.0?staticFalse?radius10.0?
334?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
334?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
335?shapeCircle?pos[0.0, -5521.06799999998]?velocity[0.0, -329.6159999999986]?mass10.0?bounce1.0?staticFalse?radius10.0?
335?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
335?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
336?shapeCircle?pos[0.0, -5554.02959999998]?velocity[0.0, -330.5969999999986]?mass10.0?bounce1.0?staticFalse?radius10.0?
336?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
336?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
337?shapeCircle?pos[0.0, -5587.08929999998]?velocity[0.0, -331.5779999999986]?mass10.0?bounce1.0?staticFalse?radius10.0?
337?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
337?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
338?shapeCircle?pos[0.0, -5620.24709999998]?velocity[0.0, -332.5589999999986]?mass10.0?bounce1.0?staticFalse?radius10.0?
338?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
338?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
339?shapeCircle?pos[0.0, -5653.50299999998]?velocity[0.0, -333.5399999999986]?mass10.0?bounce1.0?staticFalse?radius10.0?
339?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
339?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
340?shapeCircle?pos[0.0, -5686.85699999998]?velocity[0.0, -334.5209999999986]?mass10.0?bounce1.0?staticFalse?radius10.0?
340?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
340?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
341?shapeCircle?pos[0.0, -5720.3090999999795]?velocity[0.0, -335.5019999999986]?mass10.0?bounce1.0?staticFalse?radius10.0?
341?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
341?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
342?shapeCircle?pos[0.0, -5753.859299999979]?velocity[0.0, -336.4829999999986]?mass10.0?bounce1.0?staticFalse?radius10.0?
342?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
342?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
343?shapeCircle?pos[0.0, -5787.507599999979]?velocity[0.0, -337.4639999999986]?mass10.0?bounce1.0?staticFalse?radius10.0?
343?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
343?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
344?shapeCircle?pos[0.0, -5821.253999999979]?velocity[0.0, -338.4449999999986]?mass10.0?bounce1.0?staticFalse?radius10.0?
344?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
344?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
345?shapeCircle?pos[0.0, -5855.098499999979]?velocity[0.0, -339.42599999999857]?mass10.0?bounce1.0?staticFalse?radius10.0?
345?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
345?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
346?shapeCircle?pos[0.0, -5889.0410999999785]?velocity[0.0, -340.40699999999856]?mass10.0?bounce1.0?staticFalse?radius10.0?
346?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
346?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
347?shapeCircle?pos[0.0, -5923.081799999978]?velocity[0.0, -341.38799999999856]?mass10.0?bounce1.0?staticFalse?radius10.0?
347?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
347?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
348?shapeCircle?pos[0.0, -5957.220599999978]?velocity[0.0, -342.36899999999855]?mass10.0?bounce1.0?staticFalse?radius10.0?
348?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
348?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
349?shapeCircle?pos[0.0, -5991.457499999978]?velocity[0.0, -343.34999999999854]?mass10.0?bounce1.0?staticFalse?radius10.0?
349?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
349?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
350?shapeCircle?pos[0.0, -6025.792499999978]?velocity[0.0, -344.33099999999854]?mass10.0?bounce1.0?staticFalse?radius10.0?
350?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
350?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
351?shapeCircle?pos[0.0, -6060.225599999978]?velocity[0.0, -345.31199999999853]?mass10.0?bounce1.0?staticFalse?radius10.0?
351?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
351?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
352?shapeCircle?pos[0.0, -6094.756799999977]?velocity[0.0, -346.29299999999853]?mass10.0?bounce1.0?staticFalse?radius10.0?
352?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
352?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
